Index,Song Name,Streams,Artist,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence,Release Year,Duration (minutes),artist,song,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,genre
696,E-GIRLS ARE RUINING MY LIFE!,4488125.0,"CORPSE, Savage Ga$p",Hip Hop,77.0,56.0,96.0,66.0,11.0,0.0,9.0,84.98,37.0,2020.0,1.75,,,,,,,,,,,,,,,,
697,Slay3r,6912271.0,Playboi Carti,Rock,63.0,89.0,66.0,75.0,14.0,17.0,33.0,140.028,43.0,2020.0,2.74,,,,,,,,,,,,,,,,
698,Show Out (with Skepta & Pop Smoke),5209372.0,Kid Cudi,Rock,76.0,57.0,58.0,70.0,12.0,43.0,38.0,143.896,13.0,2020.0,2.92,,,,,,,,,,,,,,,,
699,Lance Individual,5152906.0,Jorge & Mateus,Pop,72.0,73.0,62.0,74.0,3.0,31.0,6.0,117.399,98.0,2020.0,2.74,,,,,,,,,,,,,,,,
700,Christmas Without You,8813922.0,Ava Max,Pop,45.0,61.0,59.0,77.0,3.0,43.0,10.0,118.078,37.0,2020.0,2.82,,,,,,,,,,,,,,,,
701,Gnat,8614955.0,Eminem,Rock,70.0,83.0,89.0,77.0,29.0,25.0,47.0,140.945,83.0,2020.0,3.74,,,,,,,,,,,,,,,,
702,I CAN'T STOP ME,4504304.0,TWICE,Pop,76.0,61.0,90.0,81.0,9.0,12.0,47.0,150.084,78.0,2020.0,3.42,,,,,,,,,,,,,,,,
703,‘tis the damn season,8115520.0,Taylor Swift,Pop,66.0,51.0,41.0,64.0,1.0,74.0,9.0,145.916,33.0,2020.0,3.83,,,,,,,,,,,,,,,,
704,The Christmas Song (Shawn Mendes & Camila Cabello),7536851.0,Shawn Mendes,Pop,42.0,23.0,14.0,49.0,2.0,90.0,12.0,83.608,19.0,2020.0,3.27,,,,,,,,,,,,,,,,
705,Naughty List (with Dixie),7299201.0,Liam Payne,Pop,51.0,57.0,78.0,86.0,4.0,3.0,10.0,81.966,71.0,2020.0,2.58,,,,,,,,,,,,,,,,
706,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),7170169.0,Mariah Carey,Rock,47.0,60.0,97.0,82.0,11.0,3.0,4.0,78.496,86.0,2020.0,3.34,,,,,,,,,,,,,,,,
707,tolerate it,6635109.0,Taylor Swift,Pop,67.0,20.0,34.0,55.0,3.0,89.0,6.0,74.952,20.0,2020.0,4.09,,,,,,,,,,,,,,,,
708,My Kind Of Present,6278993.0,Meghan Trainor,Pop,41.0,40.0,43.0,71.0,20.0,38.0,8.0,179.967,79.0,2020.0,2.68,,,,,,,,,,,,,,,,
709,happiness,16213589.0,Taylor Swift,Pop,65.0,49.0,31.0,54.0,2.0,88.0,10.0,122.079,19.0,2020.0,5.25,,,,,,,,,,,,,,,,
710,gold rush,7901968.0,Taylor Swift,Pop,70.0,44.0,45.0,55.0,2.0,84.0,11.0,112.05,34.0,2020.0,3.09,,,,,,,,,,,,,,,,
711,Tequila Shots,4540781.0,Kid Cudi,Rock,74.0,68.0,55.0,67.0,3.0,8.0,54.0,90.494,20.0,2020.0,3.22,,,,,,,,,,,,,,,,
712,Azul,4606011.0,J Balvin,Reggae,77.0,83.0,85.0,85.0,5.0,8.0,4.0,94.018,65.0,2020.0,3.43,,,,,,,,,,,,,,,,
713,"no body, no crime (feat. HAIM)",4986214.0,Taylor Swift,Pop,68.0,48.0,61.0,66.0,0.0,42.0,9.0,79.015,53.0,2020.0,3.59,,,,,,,,,,,,,,,,
714,champagne problems,4848954.0,Taylor Swift,Pop,75.0,38.0,20.0,49.0,2.0,93.0,10.0,171.319,30.0,2020.0,4.07,,,,,,,,,,,,,,,,
715,Go Crazy,4833081.0,"Chris Brown, Young Thug",Pop,80.0,73.0,57.0,61.0,14.0,32.0,24.0,94.148,58.0,2020.0,2.95,,,,,,,,,,,,,,,,
716,Reminds Me Of You,5942551.0,"Juice WRLD, The Kid LAROI",Hip Hop,75.0,56.0,63.0,68.0,11.0,7.0,16.0,149.992,31.0,2020.0,2.63,,,,,,,,,,,,,,,,
717,Buss It,4915403.0,Erica Banks,Hip Hop,72.0,97.0,49.0,72.0,22.0,6.0,23.0,110.003,81.0,2020.0,3.12,,,,,,,,,,,,,,,,
718,Kings & Queens,4855690.0,Ava Max,Pop,82.0,59.0,69.0,79.0,2.0,1.0,11.0,129.857,45.0,2020.0,2.71,,,,,,,,,,,,,,,,
719,Lovesick Girls,4796365.0,BLACKPINK,Pop,75.0,61.0,71.0,73.0,5.0,1.0,7.0,127.97,44.0,2020.0,3.25,,,,,,,,,,,,,,,,
720,Caramelo,4790233.0,Ozuna,Reggae,74.0,70.0,82.0,80.0,5.0,5.0,14.0,168.084,70.0,2020.0,3.63,,,,,,,,,,,,,,,,
721,Deep End,5622565.0,Fousheé,Hip Hop,72.0,87.0,46.0,69.0,49.0,71.0,9.0,133.928,79.0,2020.0,1.92,,,,,,,,,,,,,,,,
722,HACIENDO QUE ME AMAS,4935633.0,Bad Bunny,Reggae,78.0,52.0,39.0,68.0,7.0,88.0,8.0,169.934,40.0,2020.0,3.63,,,,,,,,,,,,,,,,
723,La Luz,4906324.0,"Sech, J Balvin",Reggae,70.0,62.0,70.0,76.0,15.0,43.0,61.0,94.053,55.0,2020.0,3.61,,,,,,,,,,,,,,,,
724,The Woo (feat. 50 Cent & Roddy Ricch),4892682.0,Pop Smoke,Hip Hop,79.0,41.0,62.0,73.0,9.0,2.0,25.0,99.7,27.0,2020.0,3.36,,,,,,,,,,,,,,,,
725,Ice Cream (with Selena Gomez),4812765.0,BLACKPINK,Pop,71.0,77.0,71.0,76.0,40.0,3.0,1.0,159.972,93.0,2020.0,2.96,,,,,,,,,,,,,,,,
726,Be Kind (with Halsey),4790427.0,Marshmello,Electronic,80.0,58.0,63.0,68.0,3.0,1.0,4.0,93.995,44.0,2020.0,2.88,,,,,,,,,,,,,,,,
727,Fever,4769618.0,"Dua Lipa, Angèle",Pop,73.0,87.0,70.0,68.0,18.0,6.0,9.0,114.999,38.0,2020.0,2.62,,,,,,,,,,,,,,,,
728,Levitating (feat. DaBaby),23518010.0,Dua Lipa,Pop,89.0,67.0,84.0,80.0,4.0,1.0,5.0,102.977,93.0,2020.0,3.38,,,,,,,,,,,,,,,,
729,All We Got (feat. KIDDO),5156937.0,Robin Schulz,Electronic,74.0,43.0,77.0,78.0,2.0,29.0,14.0,183.933,64.0,2020.0,3.17,,,,,,,,,,,,,,,,
730,La Curiosidad,5198514.0,"Jay Wheeler, DJ Nelson, Myke Towers",Reggae,82.0,84.0,68.0,76.0,13.0,27.0,9.0,90.013,68.0,2020.0,3.65,,,,,,,,,,,,,,,,
731,The Business,10739770.0,Tiësto,Electronic,90.0,78.0,62.0,68.0,24.0,42.0,10.0,120.031,21.0,2020.0,2.73,,,,,,,,,,,,,,,,
732,Ponte Pa' Mi,5082870.0,Justin Quiles,Reggae,76.0,88.0,72.0,77.0,8.0,6.0,7.0,92.028,62.0,2020.0,3.37,,,,,,,,,,,,,,,,
733,death bed (coffee for your head),5238547.0,"Powfu, beabadoobee",Hip Hop,85.0,69.0,41.0,61.0,13.0,74.0,72.0,144.026,33.0,2020.0,2.89,,,,,,,,,,,,,,,,
734,WAP (feat. Megan Thee Stallion),5386268.0,Cardi B,Pop,84.0,95.0,44.0,66.0,41.0,2.0,7.0,133.073,34.0,2020.0,3.13,,,,,,,,,,,,,,,,
735,For The Night (feat. Lil Baby & DaBaby),5431375.0,Pop Smoke,Hip Hop,84.0,81.0,58.0,70.0,21.0,12.0,18.0,125.971,33.0,2020.0,3.17,,,,,,,,,,,,,,,,
736,Cloud 9,5252767.0,Beach Bunny,Pop,81.0,59.0,96.0,81.0,3.0,0.0,34.0,80.974,92.0,2020.0,2.46,,,,,,,,,,,,,,,,
737,What You Know Bout Love,5570735.0,Pop Smoke,Hip Hop,85.0,67.0,54.0,63.0,38.0,66.0,12.0,83.995,54.0,2020.0,2.67,,,,,,,,,,,,,,,,
738,Paradise (feat. Dermot Kennedy),5693848.0,MEDUZA,Electronic,85.0,58.0,59.0,66.0,2.0,7.0,20.0,124.114,43.0,2020.0,2.8,,,,,,,,,,,,,,,,
739,Martin & Gina,5098609.0,Polo G,Hip Hop,85.0,82.0,52.0,65.0,27.0,35.0,15.0,93.924,9.0,2020.0,2.21,,,,,,,,,,,,,,,,
740,Bandido,5734402.0,"Myke Towers, Juhn",Hip Hop,85.0,68.0,61.0,77.0,8.0,12.0,8.0,168.021,69.0,2020.0,3.88,,,,,,,,,,,,,,,,
741,Explícito,5278449.0,Myke Towers,Hip Hop,81.0,82.0,85.0,82.0,3.0,35.0,4.0,95.007,41.0,2020.0,3.25,,,,,,,,,,,,,,,,
742,No Te Enamores - Remix,5218146.0,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",Reggae,79.0,81.0,85.0,77.0,10.0,58.0,27.0,100.021,58.0,2020.0,4.83,,,,,,,,,,,,,,,,
743,Lonely (with benny blanco),5191697.0,Justin Bieber,Pop,80.0,58.0,20.0,68.0,2.0,87.0,10.0,79.859,6.0,2020.0,2.49,,,,,,,,,,,,,,,,
744,HOLIDAY,5264232.0,Lil Nas X,Rock,83.0,80.0,50.0,68.0,16.0,12.0,7.0,151.947,85.0,2020.0,2.58,,,,,,,,,,,,,,,,
745,At My Worst,5258000.0,Pink Sweat$,Pop,79.0,80.0,39.0,72.0,1.0,78.0,12.0,91.921,67.0,2020.0,2.84,,,,,,,,,,,,,,,,
746,Life Is Good (feat. Drake),5241227.0,Future,Rock,81.0,63.0,61.0,72.0,53.0,7.0,14.0,142.037,50.0,2020.0,3.96,,,,,,,,,,,,,,,,
747,Hawái,5769714.0,Maluma,Reggae,77.0,74.0,80.0,83.0,34.0,11.0,13.0,179.984,61.0,2020.0,3.34,,,,,,,,,,,,,,,,
748,Holy (feat. Chance The Rapper),5063015.0,Justin Bieber,Pop,81.0,63.0,71.0,64.0,39.0,20.0,7.0,86.919,36.0,2020.0,3.53,,,,,,,,,,,,,,,,
749,Blueberry Faygo,5085511.0,Lil Mosey,Hip Hop,79.0,75.0,55.0,65.0,2.0,21.0,12.0,99.034,33.0,2020.0,2.71,,,,,,,,,,,,,,,,
750,Godzilla (feat. Juice WRLD),5143522.0,Eminem,Rock,83.0,79.0,75.0,75.0,37.0,15.0,29.0,165.995,84.0,2020.0,3.51,,,,,,,,,,,,,,,,
751,Whoopty,5013017.0,CJ,Hip Hop,81.0,69.0,65.0,66.0,12.0,20.0,11.0,140.201,66.0,2020.0,2.05,,,,,,,,,,,,,,,,
752,UN DIA (ONE DAY) (Feat. Tainy),5203364.0,"J Balvin, Dua Lipa, Bad Bunny",Reggae,83.0,51.0,70.0,63.0,4.0,1.0,16.0,168.169,38.0,2020.0,3.87,,,,,,,,,,,,,,,,
753,Savage Love (Laxed - Siren Beat),5108950.0,"Jawsh 685, Jason Derulo",Pop,82.0,74.0,47.0,62.0,7.0,24.0,26.0,150.076,77.0,2020.0,2.86,,,,,,,,,,,,,,,,
754,Hecha Pa' Mi,6308369.0,Boza,Reggae,83.0,69.0,77.0,76.0,4.0,37.0,9.0,100.07,84.0,2020.0,3.1,,,,,,,,,,,,,,,,
755,Life Goes On,6142975.0,BTS,Pop,84.0,50.0,72.0,73.0,2.0,1.0,37.0,81.068,44.0,2020.0,3.46,,,,,,,,,,,,,,,,
756,my ex's best friend (with blackbear),5048079.0,Machine Gun Kelly,Rock,83.0,70.0,68.0,75.0,2.0,0.0,13.0,124.939,28.0,2020.0,2.32,,,,,,,,,,,,,,,,
757,Break My Heart,4971176.0,Dua Lipa,Pop,80.0,70.0,74.0,81.0,8.0,17.0,35.0,113.011,46.0,2020.0,3.7,,,,,,,,,,,,,,,,
758,Laugh Now Cry Later (feat. Lil Durk),4916860.0,Drake,Rock,83.0,74.0,51.0,61.0,13.0,25.0,9.0,133.976,52.0,2020.0,4.36,,,,,,,,,,,,,,,,
759,My Head & My Heart,5470147.0,Ava Max,Pop,83.0,56.0,96.0,80.0,5.0,7.0,11.0,116.001,43.0,2020.0,2.91,,,,,,,,,,,,,,,,
760,GIRL LIKE ME,5395181.0,"Black Eyed Peas, Shakira",Pop,82.0,98.0,47.0,61.0,19.0,2.0,5.0,124.025,30.0,2020.0,3.71,,,,,,,,,,,,,,,,
761,TE MUDASTE,5242347.0,Bad Bunny,Reggae,82.0,80.0,64.0,76.0,4.0,24.0,10.0,92.025,46.0,2020.0,2.17,,,,,,,,,,,,,,,,
762,Rain On Me (with Ariana Grande),5041656.0,Lady Gaga,Pop,79.0,63.0,87.0,80.0,2.0,2.0,32.0,123.056,65.0,2020.0,3.04,,,,,,,,,,,,,,,,
763,La Nota,5300884.0,"Manuel Turizo, Rauw Alejandro, Myke Towers",Reggae,79.0,71.0,63.0,76.0,5.0,18.0,35.0,92.03,50.0,2020.0,3.6,,,,,,,,,,,,,,,,
764,Liberdade (Quando o Grave Bate Forte),5378350.0,"Alok, Mc Don Juan, Dj GBR",Electronic,80.0,80.0,80.0,79.0,3.0,3.0,9.0,129.988,42.0,2020.0,2.51,,,,,,,,,,,,,,,,
765,Good Days,5065132.0,SZA,Pop,84.0,34.0,66.0,63.0,4.0,50.0,71.0,121.002,40.0,2020.0,4.65,,,,,,,,,,,,,,,,
766,Wishing Well,5125706.0,Juice WRLD,Hip Hop,83.0,60.0,61.0,71.0,12.0,0.0,26.0,149.972,5.0,2020.0,3.24,,,,,,,,,,,,,,,,
767,ivy,14519547.0,Taylor Swift,Pop,66.0,44.0,54.0,60.0,1.0,86.0,8.0,88.856,53.0,2020.0,4.34,,,,,,,,,,,,,,,,
768,you broke me first,6152121.0,Tate McRae,Pop,86.0,62.0,35.0,59.0,3.0,79.0,8.0,124.148,5.0,2020.0,2.82,,,,,,,,,,,,,,,,
769,Heather,6164795.0,Conan Gray,Electronic,86.0,25.0,41.0,67.0,1.0,59.0,32.0,102.078,25.0,2020.0,3.3,,,,,,,,,,,,,,,,
770,telepatía,7912399.0,Kali Uchis,Pop,88.0,61.0,51.0,61.0,3.0,11.0,19.0,83.97,55.0,2020.0,2.67,,,,,,,,,,,,,,,,
771,Hello (feat. A Boogie Wit da Hoodie),5323062.0,Pop Smoke,Hip Hop,82.0,91.0,65.0,75.0,10.0,2.0,28.0,130.97,35.0,2020.0,3.18,,,,,,,,,,,,,,,,
772,Take You Dancing,5176493.0,Jason Derulo,Pop,82.0,77.0,72.0,78.0,2.0,3.0,7.0,112.985,76.0,2020.0,3.17,,,,,,,,,,,,,,,,
773,Stuck with U (with Justin Bieber),5094660.0,Ariana Grande,Pop,84.0,54.0,43.0,69.0,2.0,23.0,38.0,178.765,53.0,2020.0,3.81,,,,,,,,,,,,,,,,
774,Heartbreak Anniversary,8832945.0,Giveon,Pop,87.0,36.0,45.0,61.0,6.0,53.0,30.0,89.087,54.0,2020.0,3.31,,,,,,,,,,,,,,,,
775,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",4972518.0,Jack Harlow,Rock,73.0,91.0,73.0,75.0,28.0,6.0,18.0,145.013,85.0,2020.0,3.79,,,,,,,,,,,,,,,,
776,Relación - Remix,5206614.0,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Reggae,80.0,77.0,78.0,82.0,8.0,3.0,28.0,171.943,85.0,2020.0,4.12,,,,,,,,,,,,,,,,
777,BEBÉ,4967348.0,"Camilo, El Alfa",Reggae,78.0,86.0,73.0,79.0,2.0,49.0,4.0,129.972,99.0,2020.0,3.31,,,,,,,,,,,,,,,,
778,Love Not War (The Tampa Beat),5326719.0,"Jason Derulo, Nuka",Pop,79.0,71.0,87.0,83.0,5.0,11.0,22.0,98.013,88.0,2020.0,3.22,,,,,,,,,,,,,,,,
779,La Tóxica,5255393.0,Farruko,Rock,78.0,61.0,71.0,79.0,16.0,9.0,7.0,91.97,62.0,2020.0,3.01,,,,,,,,,,,,,,,,
780,Coração Na Cama - Ao Vivo,5211351.0,Hugo & Guilherme,Pop,77.0,74.0,81.0,79.0,4.0,67.0,34.0,110.013,73.0,2020.0,2.89,,,,,,,,,,,,,,,,
781,Polvo,5528508.0,"Nicky Jam, Myke Towers",Rock,76.0,74.0,62.0,71.0,5.0,1.0,9.0,82.042,58.0,2020.0,3.52,,,,,,,,,,,,,,,,
782,Parce (feat. Justin Quiles),5312876.0,"Maluma, Lenny Tavárez",Reggae,78.0,65.0,75.0,83.0,24.0,43.0,10.0,83.897,90.0,2020.0,4.14,,,,,,,,,,,,,,,,
783,Vida de Rico,5189822.0,Camilo,Reggae,79.0,81.0,44.0,74.0,4.0,17.0,2.0,87.977,97.0,2020.0,3.12,,,,,,,,,,,,,,,,
784,Una Locura,5466954.0,"Ozuna, J Balvin, Chencho Corleone",Reggae,81.0,68.0,77.0,77.0,2.0,14.0,23.0,168.022,92.0,2020.0,3.84,,,,,,,,,,,,,,,,
785,WITHOUT YOU,7642130.0,The Kid LAROI,Rock,87.0,62.0,39.0,67.0,1.0,21.0,12.0,93.005,46.0,2020.0,2.69,,,,,,,,,,,,,,,,
786,Head & Heart (feat. MNEK),7434252.0,Joel Corry,Electronic,87.0,70.0,90.0,83.0,5.0,17.0,3.0,122.953,92.0,2020.0,2.77,,,,,,,,,,,,,,,,
787,positions,7244853.0,Ariana Grande,Pop,86.0,71.0,82.0,76.0,8.0,47.0,8.0,144.015,69.0,2020.0,2.87,,,,,,,,,,,,,,,,
788,ROCKSTAR (feat. Roddy Ricch),6180056.0,DaBaby,Rock,86.0,72.0,69.0,65.0,16.0,25.0,9.0,89.977,49.0,2020.0,3.03,,,,,,,,,,,,,,,,
789,LA NOCHE DE ANOCHE,6242863.0,"Bad Bunny, ROSALÍA",Reggae,86.0,85.0,62.0,76.0,31.0,3.0,7.0,81.993,38.0,2020.0,3.39,,,,,,,,,,,,,,,,
790,POPSTAR (feat. Drake),6127103.0,DJ Khaled,Rock,80.0,78.0,55.0,76.0,28.0,6.0,12.0,163.071,44.0,2020.0,3.34,,,,,,,,,,,,,,,,
791,Back In Blood (feat. Lil Durk),5198209.0,Pooh Shiesty,Rock,75.0,73.0,53.0,63.0,42.0,15.0,11.0,146.933,84.0,2020.0,3.07,,,,,,,,,,,,,,,,
792,Roses - Imanbek Remix,6653690.0,SAINt JHN,Electronic,72.0,75.0,73.0,74.0,3.0,1.0,36.0,121.955,88.0,2020.0,2.95,,,,,,,,,,,,,,,,
793,Mi Niña,5026961.0,"Wisin, Myke Towers, Los Legendarios",Rock,79.0,81.0,84.0,82.0,17.0,31.0,13.0,99.999,80.0,2020.0,3.56,,,,,,,,,,,,,,,,
794,"Lemonade (feat. Gunna, Don Toliver & NAV)",6697067.0,Internet Money,Pop,82.0,78.0,66.0,71.0,6.0,26.0,10.0,140.04,46.0,2020.0,3.26,,,,,,,,,,,,,,,,
795,Tick Tock,5547939.0,Joji,Rock,65.0,76.0,61.0,73.0,3.0,4.0,8.0,80.53,61.0,2020.0,2.2,,,,,,,,,,,,,,,,
796,Put Your Records On,5181180.0,Ritt Momney,Pop,81.0,30.0,48.0,54.0,4.0,6.0,10.0,91.066,13.0,2020.0,3.51,,,,,,,,,,,,,,,,
797,Facas - Ao Vivo,5141640.0,"Diego & Victor Hugo, Bruno & Marrone",Pop,79.0,35.0,50.0,72.0,4.0,62.0,48.0,160.984,69.0,2020.0,3.27,,,,,,,,,,,,,,,,
798,Monster (Shawn Mendes & Justin Bieber),5069268.0,Shawn Mendes,Pop,79.0,60.0,36.0,68.0,3.0,7.0,7.0,145.765,55.0,2020.0,2.98,,,,,,,,,,,,,,,,
799,In Your Eyes,5054319.0,The Weeknd,Pop,81.0,62.0,73.0,74.0,1.0,0.0,6.0,100.021,72.0,2020.0,3.96,,,,,,,,,,,,,,,,
800,Levitating,6799831.0,Dua Lipa,Pop,89.0,67.0,84.0,80.0,4.0,1.0,5.0,102.977,93.0,2020.0,3.38,,,,,,,,,,,,,,,,
801,hot girl bummer,4992396.0,blackbear,Electronic,83.0,76.0,55.0,68.0,6.0,13.0,39.0,129.992,69.0,2020.0,3.14,,,,,,,,,,,,,,,,
802,willow,5016865.0,Taylor Swift,Pop,79.0,29.0,57.0,60.0,17.0,84.0,13.0,81.112,52.0,2020.0,3.58,,,,,,,,,,,,,,,,
803,Come & Go (with Marshmello),5037124.0,Juice WRLD,Hip Hop,83.0,57.0,83.0,75.0,5.0,2.0,15.0,144.991,53.0,2020.0,3.42,,,,,,,,,,,,,,,,
804,dorothea,14392788.0,Taylor Swift,Pop,64.0,55.0,47.0,63.0,0.0,70.0,12.0,119.966,34.0,2020.0,3.76,,,,,,,,,,,,,,,,
805,motive (with Doja Cat),4986037.0,Ariana Grande,Pop,80.0,77.0,75.0,73.0,5.0,7.0,16.0,116.965,66.0,2020.0,2.8,,,,,,,,,,,,,,,,
806,evermore (feat. Bon Iver),13810722.0,Taylor Swift,Pop,66.0,29.0,24.0,54.0,1.0,95.0,10.0,125.177,30.0,2020.0,5.07,,,,,,,,,,,,,,,,
807,Caramelo - Remix,5033798.0,"Ozuna, KAROL G, Myke Towers",Reggae,72.0,73.0,81.0,80.0,13.0,6.0,20.0,168.045,62.0,2020.0,3.89,,,,,,,,,,,,,,,,
808,Mr. Right Now (feat. Drake),4951481.0,"21 Savage, Metro Boomin",Rock,75.0,60.0,67.0,73.0,33.0,23.0,12.0,172.08,71.0,2020.0,3.23,,,,,,,,,,,,,,,,
809,Got It On Me,4924030.0,Pop Smoke,Hip Hop,78.0,65.0,65.0,67.0,19.0,1.0,8.0,88.834,17.0,2020.0,2.74,,,,,,,,,,,,,,,,
810,my hair,4896521.0,Ariana Grande,Pop,66.0,65.0,52.0,69.0,2.0,8.0,13.0,92.013,36.0,2020.0,2.64,,,,,,,,,,,,,,,,
811,obvious,4865084.0,Ariana Grande,Pop,65.0,57.0,67.0,74.0,10.0,10.0,14.0,159.852,24.0,2020.0,2.45,,,,,,,,,,,,,,,,
812,Favorito,4787127.0,Camilo,Reggae,73.0,56.0,87.0,83.0,4.0,23.0,23.0,178.032,84.0,2020.0,3.53,,,,,,,,,,,,,,,,
813,After Party,4784580.0,Don Toliver,Hip Hop,80.0,58.0,70.0,64.0,2.0,1.0,62.0,162.948,44.0,2020.0,2.8,,,,,,,,,,,,,,,,
814,Madrid (feat. Myke Towers),5064484.0,Maluma,Reggae,73.0,74.0,75.0,81.0,9.0,24.0,9.0,170.081,81.0,2020.0,3.31,,,,,,,,,,,,,,,,
815,six thirty,10941573.0,Ariana Grande,Pop,63.0,71.0,50.0,68.0,4.0,68.0,14.0,120.109,42.0,2020.0,3.06,,,,,,,,,,,,,,,,
816,west side,9397167.0,Ariana Grande,Pop,62.0,65.0,44.0,62.0,20.0,19.0,6.0,87.865,55.0,2020.0,2.2,,,,,,,,,,,,,,,,
817,Angeklagt,5226264.0,Bonez MC,Rock,60.0,61.0,62.0,60.0,8.0,17.0,10.0,181.942,30.0,2020.0,2.82,,,,,,,,,,,,,,,,
818,Kids Again,5103194.0,Sam Smith,Pop,62.0,62.0,73.0,83.0,0.0,49.0,7.0,128.044,46.0,2020.0,3.46,,,,,,,,,,,,,,,,
819,Me Gusta (with Cardi B & Myke Towers),4914412.0,Anitta,Pop,72.0,92.0,60.0,78.0,7.0,45.0,7.0,110.075,82.0,2020.0,3.01,,,,,,,,,,,,,,,,
820,24 (feat. Lil Baby),4904772.0,Money Man,Rock,74.0,87.0,64.0,65.0,6.0,15.0,8.0,126.03,45.0,2020.0,3.05,,,,,,,,,,,,,,,,
821,Relación,4825749.0,Sech,Reggae,80.0,77.0,78.0,82.0,8.0,3.0,28.0,171.943,85.0,2020.0,4.12,,,,,,,,,,,,,,,,
822,FRANCHISE (feat. Young Thug & M.I.A.),4821213.0,Travis Scott,Electronic,74.0,83.0,70.0,74.0,29.0,1.0,19.0,154.981,54.0,2020.0,3.38,,,,,,,,,,,,,,,,
823,coney island (feat. The National),14385703.0,Taylor Swift,Pop,64.0,47.0,53.0,52.0,4.0,83.0,13.0,107.895,27.0,2020.0,4.59,,,,,,,,,,,,,,,,
824,Bet You Wanna (feat. Cardi B),6846771.0,BLACKPINK,Pop,67.0,61.0,66.0,71.0,16.0,0.0,5.0,111.712,68.0,2020.0,2.69,,,,,,,,,,,,,,,,
825,Ayer Me Llamó Mi Ex (feat. Lenny Santos),5220504.0,KHEA,Rock,71.0,73.0,72.0,75.0,1.0,26.0,24.0,117.007,55.0,2020.0,3.45,,,,,,,,,,,,,,,,
826,nasty,5249342.0,Ariana Grande,Pop,69.0,75.0,49.0,70.0,13.0,8.0,17.0,127.894,45.0,2020.0,3.35,,,,,,,,,,,,,,,,
827,Enchule,5561227.0,Rauw Alejandro,Pop,70.0,74.0,67.0,82.0,20.0,15.0,30.0,90.086,59.0,2020.0,3.1,,,,,,,,,,,,,,,,
828,Stripes Like Burberry,5445204.0,"Future, Lil Uzi Vert",Rock,56.0,73.0,57.0,65.0,23.0,22.0,13.0,144.081,71.0,2020.0,4.57,,,,,,,,,,,,,,,,
829,Papi Chulo,5361669.0,"Octavian, Skepta",Rock,73.0,86.0,56.0,68.0,10.0,19.0,7.0,127.954,29.0,2020.0,2.69,,,,,,,,,,,,,,,,
830,off the table (with The Weeknd),5308945.0,Ariana Grande,Pop,67.0,31.0,51.0,67.0,9.0,52.0,40.0,88.332,37.0,2020.0,4.0,,,,,,,,,,,,,,,,
831,Spicy (feat. Post Malone),5303146.0,Ty Dolla $ign,Rock,80.0,76.0,50.0,73.0,2.0,14.0,10.0,99.993,9.0,2020.0,2.39,,,,,,,,,,,,,,,,
832,Sweet Melody,5201322.0,Little Mix,Pop,73.0,36.0,84.0,78.0,4.0,7.0,10.0,119.965,41.0,2020.0,3.56,,,,,,,,,,,,,,,,
833,Blueberry Eyes (feat. SUGA of BTS),5158896.0,MAX,Electronic,72.0,72.0,61.0,68.0,9.0,46.0,12.0,149.967,40.0,2020.0,2.87,,,,,,,,,,,,,,,,
834,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),5226940.0,The Kid LAROI,Rock,76.0,76.0,64.0,71.0,11.0,4.0,19.0,82.363,38.0,2020.0,2.55,,,,,,,,,,,,,,,,
835,That’s It,5151014.0,"Future, Lil Uzi Vert",Rock,64.0,95.0,52.0,72.0,39.0,12.0,8.0,123.043,60.0,2020.0,3.81,,,,,,,,,,,,,,,,
836,just like magic,4980571.0,Ariana Grande,Pop,69.0,69.0,60.0,75.0,16.0,8.0,11.0,128.006,46.0,2020.0,2.5,,,,,,,,,,,,,,,,
837,Hasta Que Dios Diga,4899099.0,"Anuel AA, Bad Bunny",Reggae,76.0,65.0,78.0,77.0,10.0,47.0,19.0,174.021,87.0,2020.0,4.1,,,,,,,,,,,,,,,,
838,Moonwalking in Calabasas (feat. Blueface) - Remix,4863053.0,DDG,Hip Hop,74.0,94.0,31.0,56.0,9.0,6.0,15.0,129.966,75.0,2020.0,2.84,,,,,,,,,,,,,,,,
839,Don Don,4731423.0,"Daddy Yankee, Anuel AA, Kendo Kaponi",Rock,69.0,83.0,84.0,77.0,22.0,29.0,22.0,105.027,66.0,2020.0,4.6,,,,,,,,,,,,,,,,
840,Nada,4713873.0,"Cali Y El Dandee, Danna Paola",Reggae,76.0,64.0,82.0,84.0,4.0,5.0,7.0,173.905,72.0,2020.0,2.9,,,,,,,,,,,,,,,,
841,safety net (feat. Ty Dolla $ign),5798744.0,Ariana Grande,Pop,70.0,48.0,59.0,73.0,2.0,7.0,8.0,161.884,6.0,2020.0,3.47,,,,,,,,,,,,,,,,
